,gender,n_credits
6717,Not Specified,0
6718,Not Specified,0
6719,Female,0
6720,Not Specified,0
6721,Male,0
6722,Male,0
6723,Not Specified,0
6724,Not Specified,0
6725,Female,0
6726,Female,0
6727,Male,149
6728,Male,20
6729,Male,71
6730,Male,21
6731,Male,159
6732,Not Specified,1
6733,Male,13
6734,Female,32
6735,Male,41
6736,Male,6
6737,Male,6
6738,Male,0
6739,Female,83
6740,Female,44
6741,Male,69
6742,Male,55
6743,Male,52
6744,Male,0
6745,Male,0
6746,Not Specified,0
6747,Male,0
6748,Not Specified,0
6749,Not Specified,0
6750,Not Specified,0
6751,Male,26
6752,Male,3
6753,Male,11
6754,Male,19
6755,Male,0
6756,Male,0
6757,Male,114
6758,Male,30
6759,Female,159
6760,Female,28
6761,Female,105
6762,Male,2
6763,Male,0
6764,Male,8
6765,Male,5
6766,Male,6
6767,Not Specified,1
6768,Not Specified,2
6769,Male,8
6770,Male,0
6771,Male,0
6772,Male,0
6773,Male,0
6774,Female,3
6775,Male,8
6776,Male,48
6777,Male,0
6778,Female,1
6779,Male,3
6780,Male,4
6781,Male,0
6782,Female,30
6783,Male,17
6784,Not Specified,2
6785,Female,59
6786,Male,49
6787,Not Specified,0
6788,Female,1
6789,Not Specified,0
6790,Male,4
6791,Male,0
6792,Not Specified,0
6793,Female,0
6794,Male,0
6795,Female,0
6796,Not Specified,0
6797,Not Specified,0
6798,Not Specified,1
6799,Not Specified,3
6800,Male,19
6801,Female,5
6802,Male,185
6803,Male,0
6804,Male,6
6805,Male,155
6806,Female,70
6807,Male,61
6808,Male,222
6809,Male,95
6810,Male,119
6811,Female,47
6812,Male,123
6813,Male,0
6814,Male,1
6815,Male,0
6816,Male,2
6817,Not Specified,0
6818,Not Specified,4
6819,Female,39
6820,Male,37
6821,Male,15
6822,Male,4
6823,Male,0
6824,Male,78
6825,Male,42
6826,Male,32
6827,Female,11
6828,Male,0
6829,Female,0
6830,Male,2
6831,Male,0
6832,Male,2
6833,Male,2
6834,Male,0
6835,Female,0
6836,Male,17
6837,Male,0
6838,Male,0
6839,Male,12
6840,Male,46
6841,Male,165
6842,Male,29
6843,Female,84
6844,Male,0
6845,Male,47
6846,Male,0
6847,Male,1
6848,Female,1
6849,Female,0
6850,Male,1
6851,Male,58
6852,Male,22
6853,Male,54
6854,Male,14
6855,Male,8
6856,Male,167
6857,Male,45
6858,Female,54
6859,Male,166
6860,Male,1
6861,Male,0
6862,Not Specified,0
6863,Male,0
6864,Male,0
6865,Male,0
6866,Male,1
6867,Male,0
6868,Male,1
6869,Not Specified,0
6870,Male,1
6871,Female,45
6872,Male,2
6873,Male,1
6874,Female,54
6875,Male,1
6876,Male,2
6877,Female,21
6878,Not Specified,1
6879,Not Specified,1
6880,Not Specified,2
6881,Male,3
6882,Not Specified,2
6883,Female,0
6884,Male,10
6885,Female,0
6886,Not Specified,0
6887,Female,1
6888,Not Specified,0
6889,Female,0
6890,Not Specified,2
6891,Male,1
6892,Female,6
6893,Female,13
6894,Male,57
6895,Male,83
6896,Female,20
6897,Male,39
6898,Female,9
6899,Female,18
6900,Female,22
6901,Male,1
6902,Male,1
6903,Female,25
6904,Male,27
6905,Not Specified,1
6906,Not Specified,1
6907,Male,3
6908,Female,0
6909,Female,23
6910,Not Specified,1
6911,Not Specified,0
6912,Male,0
6913,Male,1
6914,Female,0
6915,Female,1
6916,Not Specified,0
6917,Not Specified,0
6918,Female,28
6919,Male,10
6920,Female,43
6921,Female,80
6922,Female,102
6923,Female,52
6924,Male,46
6925,Female,28
6926,Not Specified,2
6927,Male,46
6928,Female,7
6929,Not Specified,1
6930,Not Specified,1
6931,Not Specified,1
6932,Not Specified,1
6933,Not Specified,1
6934,Female,1
6935,Female,0
6936,Not Specified,0
6937,Not Specified,0
6938,Male,1
6939,Male,1
6940,Not Specified,5
6941,Male,24
6942,Male,3
6943,Male,0
6944,Male,0
6945,Not Specified,0
6946,Not Specified,0
6947,Not Specified,0
6948,Female,0
6949,Not Specified,0
6950,Male,0
6951,Not Specified,0
6952,Not Specified,0
6953,Not Specified,0
6954,Not Specified,3
6955,Not Specified,1
6956,Not Specified,8
6957,Female,2
6958,Not Specified,1
6959,Not Specified,1
6960,Not Specified,1
6961,Male,0
6962,Not Specified,0
6963,Not Specified,0
6964,Not Specified,0
6965,Not Specified,0
6966,Not Specified,0
6967,Not Specified,0
6968,Not Specified,0
6969,Male,0
6970,Not Specified,0
6971,Female,40
6972,Female,13
6973,Male,42
6974,Male,122
6975,Male,3
6976,Male,12
6977,Female,2
6978,Male,2
6979,Male,5
6980,Male,0
6981,Female,97
6982,Female,141
6983,Male,123
6984,Female,17
6985,Male,10
6986,Male,19
6987,Not Specified,0
6988,Not Specified,0
6989,Female,91
6990,Male,63
6991,Female,41
6992,Female,19
6993,Female,37
6994,Female,7
6995,Not Specified,5
6996,Male,4
6997,Male,1
6998,Male,1
6999,Male,0
7000,Male,2
7001,Male,0
7002,Male,1
7003,Not Specified,0
7004,Not Specified,0
7005,Not Specified,2
7006,Not Specified,0
7007,Not Specified,1
7008,Male,0
7009,Not Specified,1
7010,Male,0
7011,Male,0
7012,Female,0
7013,Female,45
7014,Male,100
7015,Male,55
7016,Male,53
7017,Female,7
7018,Male,64
7019,Male,1
7020,Male,0
7021,Male,51
7022,Female,62
7023,Male,10
7024,Male,53
7025,Male,57
7026,Male,13
7027,Male,31
7028,Male,22
7029,Male,2
7030,Male,48
7031,Male,44
7032,Female,34
7033,Male,117
7034,Female,11
7035,Male,0
7036,Male,1
7037,Male,1
7038,Male,6
7039,Female,21
7040,Male,25
7041,Male,163
7042,Male,438
7043,Male,1
7044,Female,6
7045,Female,0
7046,Male,3
7047,Male,0
7048,Male,0
7049,Female,1
7050,Female,28
7051,Male,37
7052,Female,40
7053,Male,20
7054,Female,75
7055,Male,12
7056,Male,5
7057,Not Specified,1
7058,Male,13
7059,Male,1
7060,Male,0
7061,Male,0
7062,Male,0
7063,Female,4
7064,Male,0
7065,Male,5
7066,Male,7
7067,Not Specified,1
7068,Female,0
7069,Male,0
7070,Male,31
7071,Male,3
7072,Female,0
7073,Female,0
7074,Male,1
7075,Male,0
7076,Male,0
7077,Female,2
7078,Male,0
7079,Female,0
7080,Not Specified,0
7081,Not Specified,0
7082,Male,1
7083,Male,1
7084,Male,50
7085,Female,20
7086,Female,12
7087,Female,7
7088,Male,0
7089,Female,0
7090,Male,0
7091,Male,0
7092,Male,3
7093,Male,0
7094,Male,0
7095,Male,5
7096,Male,0
7097,Female,0
7098,Male,3
7099,Male,0
7100,Not Specified,0
7101,Not Specified,0
7102,Not Specified,1
7103,Male,12
7104,Not Specified,2
7105,Male,4
7106,Not Specified,2
7107,Male,2
7108,Male,0
7109,Male,22
7110,Male,2
7111,Male,1
7112,Male,1
7113,Male,0
7114,Male,2
7115,Male,0
7116,Not Specified,0
7117,Male,3
7118,Female,1
7119,Male,8
7120,Male,6
7121,Male,4
7122,Female,0
7123,Male,1
7124,Male,2
7125,Female,0
7126,Not Specified,1
7127,Male,0
7128,Male,0
7129,Not Specified,1
7130,Male,6
7131,Female,4
7132,Male,58
7133,Female,81
7134,Not Specified,0
7135,Male,0
7136,Female,1
7137,Female,0
7138,Male,79
7139,Male,57
7140,Male,101
7141,Male,19
7142,Male,3
7143,Male,1
7144,Not Specified,2
7145,Not Specified,2
7146,Male,16
7147,Not Specified,1
7148,Not Specified,1
7149,Male,34
7150,Male,25
7151,Male,59
7152,Male,20
7153,Male,4
7154,Not Specified,5
7155,Not Specified,1
7156,Male,62
7157,Female,83
7158,Male,50
7159,Not Specified,1
7160,Female,22
7161,Male,50
7162,Male,47
7163,Male,103
7164,Female,1
7165,Male,1
7166,Male,0
7167,Male,0
7168,Male,0
7169,Not Specified,0
7170,Male,0
7171,Not Specified,0
7172,Not Specified,0
7173,Not Specified,0
7174,Male,0
7175,Not Specified,0
7176,Male,0
7177,Not Specified,2
7178,Male,3
7179,Male,3
7180,Female,0
7181,Not Specified,1
7182,Male,21
7183,Male,17
7184,Male,1
7185,Male,0
7186,Male,1
7187,Not Specified,0
7188,Not Specified,0
7189,Male,0
7190,Not Specified,0
7191,Male,2
7192,Male,23
7193,Female,63
7194,Female,2
7195,Male,1
7196,Male,27
7197,Male,29
7198,Male,110
7199,Male,10
7200,Not Specified,0
7201,Male,3
7202,Male,16
7203,Not Specified,1
7204,Male,12
7205,Not Specified,2
7206,Female,2
7207,Male,38
7208,Female,0
7209,Female,0
7210,Male,18
7211,Male,4
7212,Male,4
7213,Male,22
7214,Male,0
7215,Not Specified,1
7216,Male,0
7217,Male,0
7218,Female,1
7219,Male,1
7220,Male,1
7221,Not Specified,0
7222,Not Specified,0
7223,Male,0
7224,Not Specified,5
7225,Not Specified,0
7226,Not Specified,2
7227,Female,0
7228,Female,0
7229,Female,0
7230,Male,95
7231,Female,3
7232,Female,103
7233,Male,105
7234,Male,133
7235,Male,8
7236,Male,1
7237,Male,19
7238,Female,1
7239,Male,7
7240,Male,2
7241,Not Specified,0
7242,Male,0
7243,Male,1
7244,Male,13
7245,Male,2
7246,Male,1
7247,Male,2
7248,Male,1
7249,Male,2
7250,Not Specified,0
7251,Not Specified,0
7252,Female,0
7253,Not Specified,0
7254,Not Specified,0
7255,Not Specified,0
7256,Not Specified,0
7257,Not Specified,1
7258,Not Specified,0
7259,Not Specified,0
7260,Not Specified,0
7261,Not Specified,0
7262,Not Specified,0
7263,Not Specified,0
7264,Not Specified,0
7265,Not Specified,0
7266,Not Specified,2
7267,Male,8
7268,Not Specified,0
7269,Male,10
7270,Not Specified,0
7271,Not Specified,0
7272,Not Specified,0
7273,Male,0
7274,Not Specified,2
7275,Not Specified,0
7276,Not Specified,0
7277,Not Specified,0
7278,Male,1
7279,Not Specified,0
7280,Not Specified,0
7281,Not Specified,0
7282,Not Specified,0
7283,Not Specified,0
7284,Not Specified,0
7285,Male,0
7286,Male,3
7287,Not Specified,0
7288,Not Specified,0
7289,Not Specified,0
7290,Not Specified,0
7291,Female,10
7292,Not Specified,0
7293,Female,0
7294,Not Specified,0
7295,Female,0
7296,Not Specified,0
7297,Not Specified,1
7298,Not Specified,0
7299,Not Specified,0
7300,Not Specified,0
7301,Not Specified,0
7302,Male,3
7303,Male,2
7304,Male,1
7305,Not Specified,0
7306,Not Specified,0
7307,Not Specified,0
7308,Not Specified,0
7309,Not Specified,0
7310,Male,2
7311,Male,0
7312,Male,5
7313,Not Specified,0
7314,Not Specified,0
7315,Not Specified,0
7316,Male,0
7317,Not Specified,0
7318,Male,3
7319,Not Specified,0
7320,Male,0
7321,Male,7
7322,Not Specified,0
7323,Not Specified,0
7324,Not Specified,1
7325,Not Specified,0
7326,Not Specified,0
7327,Not Specified,0
7328,Male,1
7329,Male,1
7330,Not Specified,0
7331,Male,0
7332,Not Specified,0
7333,Not Specified,0
7334,Not Specified,0
7335,Male,0
7336,Not Specified,0
7337,Male,0
7338,Male,22
7339,Not Specified,0
7340,Not Specified,0
7341,Not Specified,0
7342,Not Specified,0
7343,Male,0
7344,Female,0
7345,Not Specified,0
7346,Not Specified,0
7347,Not Specified,2
7348,Not Specified,0
7349,Not Specified,0
7350,Not Specified,0
7351,Male,2
7352,Not Specified,0
7353,Not Specified,5
7354,Female,4
7355,Not Specified,0
7356,Female,0
7357,Not Specified,1
7358,Male,0
7359,Not Specified,0
7360,Not Specified,0
7361,Male,0
7362,Not Specified,0
7363,Not Specified,2
7364,Not Specified,0
7365,Not Specified,0
7366,Not Specified,0
7367,Not Specified,2
7368,Not Specified,0
7369,Not Specified,2
7370,Male,0
7371,Not Specified,0
7372,Not Specified,0
7373,Not Specified,0
7374,Not Specified,0
7375,Not Specified,1
7376,Not Specified,0
7377,Female,0
7378,Not Specified,0
7379,Not Specified,0
7380,Not Specified,0
7381,Not Specified,0
7382,Not Specified,0
7383,Not Specified,0
7384,Not Specified,0
7385,Not Specified,0
7386,Not Specified,0
7387,Not Specified,0
7388,Not Specified,0
7389,Not Specified,0
7390,Not Specified,0
7391,Not Specified,0
7392,Male,0
7393,Male,0
7394,Not Specified,0
7395,Not Specified,0
7396,Not Specified,0
7397,Not Specified,0
7398,Not Specified,0
7399,Not Specified,0
7400,Not Specified,1
7401,Not Specified,0
7402,Not Specified,0
7403,Not Specified,0
7404,Not Specified,0
7405,Not Specified,0
7406,Not Specified,0
7407,Not Specified,0
7408,Not Specified,0
7409,Not Specified,0
7410,Male,0
7411,Not Specified,0
7412,Not Specified,0
7413,Not Specified,0
7414,Female,0
7415,Not Specified,0
7416,Female,0
7417,Not Specified,0
7418,Not Specified,0
7419,Not Specified,0
7420,Not Specified,0
7421,Not Specified,0
7422,Not Specified,0
7423,Not Specified,1
7424,Male,0
7425,Not Specified,0
7426,Female,0
7427,Male,0
7428,Male,2
7429,Not Specified,0
7430,Not Specified,0
7431,Not Specified,0
7432,Male,0
7433,Male,36
7434,Not Specified,0
7435,Male,40
7436,Female,38
7437,Male,48
7438,Male,1
7439,Not Specified,0
7440,Male,20
7441,Male,33
7442,Male,13
7443,Male,15
7444,Male,24
7445,Male,0
7446,Not Specified,0
7447,Female,75
7448,Female,6
7449,Female,3
7450,Male,29
7451,Male,7
7452,Female,18
7453,Female,23
7454,Female,14
7455,Male,49
7456,Male,31
7457,Male,0
7458,Male,0
7459,Male,0
7460,Male,57
7461,Male,68
7462,Male,97
7463,Male,85
7464,Male,51
7465,Male,53
7466,Male,54
7467,Male,18
7468,Male,74
7469,Female,86
7470,Male,47
7471,Male,31
7472,Male,0
7473,Male,0
7474,Male,48
7475,Female,66
7476,Male,88
7477,Male,41
7478,Male,20
7479,Male,3
7480,Male,1
7481,Male,6
7482,Male,0
7483,Female,0
7484,Male,0
7485,Female,0
7486,Male,38
7487,Male,41
7488,Male,41
7489,Female,73
7490,Female,72
7491,Female,22
7492,Male,74
7493,Female,51
7494,Female,71
7495,Male,72
7496,Female,0
7497,Male,0
7498,Male,0
7499,Female,61
7500,Female,27
7501,Male,53
7502,Male,140
7503,Female,60
7504,Male,17
7505,Male,0
7506,Not Specified,9
7507,Not Specified,66
7508,Male,21
7509,Male,0
7510,Not Specified,0
7511,Male,89
7512,Male,87
7513,Male,87
7514,Male,59
7515,Female,71
7516,Male,19
7517,Male,82
7518,Male,74
7519,Male,67
7520,Male,132
7521,Male,70
7522,Female,75
7523,Male,69
7524,Female,6
7525,Male,1
7526,Female,11
7527,Male,5
7528,Male,53
7529,Not Specified,1
7530,Male,1
7531,Male,0
7532,Female,0
7533,Male,1
7534,Not Specified,1
7535,Not Specified,0
7536,Not Specified,0
7537,Male,0
7538,Male,0
7539,Male,0
7540,Not Specified,1
7541,Female,0
7542,Male,46
7543,Female,22
7544,Female,89
7545,Male,44
7546,Male,8
7547,Male,4
7548,Male,3
7549,Male,1
7550,Male,4
7551,Male,1
7552,Not Specified,1
7553,Male,11
7554,Male,0
7555,Male,0
7556,Male,0
7557,Not Specified,0
7558,Female,23
7559,Male,2
7560,Female,13
7561,Male,0
7562,Male,5
7563,Female,2
7564,Male,23
7565,Male,0
7566,Male,74
7567,Male,37
7568,Male,0
7569,Male,17
7570,Male,12
7571,Male,15
7572,Not Specified,2
7573,Female,28
7574,Male,2
7575,Male,33
7576,Female,62
7577,Male,1
7578,Male,32
7579,Female,25
7580,Male,2
7581,Male,87
7582,Female,20
7583,Not Specified,0
7584,Female,46
7585,Male,0
7586,Male,1
7587,Female,8
7588,Not Specified,0
7589,Male,17
7590,Male,0
7591,Male,3
7592,Male,6
7593,Female,24
7594,Female,2
7595,Male,243
7596,Male,40
7597,Male,74
7598,Male,5
7599,Male,28
7600,Male,9
7601,Male,6
7602,Male,3
7603,Male,4
7604,Female,2
7605,Male,1
7606,Male,3
7607,Female,0
7608,Female,0
7609,Male,13
7610,Female,1
7611,Not Specified,0
7612,Male,1
7613,Not Specified,0
7614,Not Specified,0
7615,Male,4
7616,Male,1
7617,Not Specified,1
7618,Male,2
7619,Male,1
7620,Not Specified,0
7621,Not Specified,1
7622,Male,1
7623,Male,0
7624,Male,0
7625,Female,0
7626,Female,0
7627,Male,31
7628,Not Specified,0
7629,Female,0
7630,Male,1
7631,Not Specified,0
7632,Male,0
7633,Not Specified,1
7634,Male,60
7635,Male,128
7636,Male,35
7637,Male,48
7638,Male,49
7639,Male,28
7640,Male,3
7641,Male,3
7642,Male,9
7643,Male,2
7644,Male,16
7645,Male,1
7646,Not Specified,1
7647,Male,0
7648,Male,0
7649,Not Specified,0
7650,Male,0
7651,Male,0
7652,Not Specified,0
7653,Not Specified,1
7654,Not Specified,2
7655,Not Specified,0
7656,Male,3
7657,Male,0
7658,Male,0
7659,Female,0
7660,Not Specified,0
7661,Female,0
7662,Male,0
7663,Not Specified,1
7664,Male,27
7665,Female,42
7666,Male,55
7667,Female,92
7668,Female,104
7669,Female,7
7670,Not Specified,1
7671,Not Specified,1
7672,Not Specified,1
7673,Female,23
7674,Female,36
7675,Male,19
7676,Male,40
7677,Male,1
7678,Male,85
7679,Male,1
7680,Not Specified,0
7681,Not Specified,0
7682,Male,28
7683,Male,3
7684,Not Specified,0
7685,Male,1
7686,Male,1
7687,Female,0
7688,Female,0
7689,Not Specified,0
7690,Not Specified,0
7691,Female,3
7692,Male,0
7693,Male,44
7694,Male,38
7695,Male,16
7696,Male,27
7697,Female,11
7698,Female,3
7699,Male,3
7700,Male,2
7701,Male,1
7702,Female,0
7703,Male,98
7704,Female,8
7705,Male,6
7706,Male,14
7707,Female,35
7708,Female,19
7709,Female,11
7710,Female,26
7711,Male,203
7712,Female,26
7713,Male,32
7714,Male,71
7715,Male,32
7716,Male,0
7717,Male,16
7718,Male,2
7719,Male,2
7720,Male,0
7721,Male,0
7722,Male,0
7723,Male,0
7724,Female,0
7725,Male,0
7726,Not Specified,0
7727,Not Specified,1
7728,Male,14
7729,Female,159
7730,Male,263
7731,Male,99
7732,Female,5
7733,Male,163
7734,Male,25
7735,Male,114
7736,Female,51
7737,Male,0
7738,Male,27
7739,Male,0
7740,Male,0
7741,Female,2
7742,Male,1
7743,Male,7
7744,Female,0
7745,Not Specified,2
7746,Female,0
7747,Not Specified,0
7748,Female,107
7749,Female,80
7750,Male,80
7751,Male,39
7752,Male,4
7753,Male,11
7754,Male,39
7755,Male,16
7756,Male,9
7757,Male,30
7758,Male,29
7759,Male,35
7760,Male,6
7761,Male,12
7762,Male,4
7763,Male,3
7764,Female,3
7765,Male,19
7766,Male,6
7767,Male,19
7768,Female,2
7769,Male,8
7770,Male,7
7771,Female,2
7772,Male,5
7773,Male,1
7774,Female,0
7775,Male,0
7776,Female,0
7777,Female,0
7778,Male,0
7779,Male,39
7780,Not Specified,0
7781,Male,4
7782,Male,2
7783,Not Specified,0
7784,Male,1
7785,Male,5
7786,Male,1
7787,Male,1
7788,Male,1
7789,Male,1
7790,Male,1
7791,Female,0
7792,Male,0
7793,Female,0
7794,Female,0
7795,Not Specified,1
7796,Male,0
7797,Not Specified,0
7798,Male,16
7799,Not Specified,0
7800,Not Specified,0
7801,Male,12
7802,Male,16
7803,Male,5
7804,Male,9
7805,Male,16
7806,Male,58
7807,Male,1
7808,Female,39
7809,Female,20
7810,Not Specified,2
7811,Male,6
7812,Male,46
7813,Female,21
7814,Male,62
7815,Male,16
7816,Female,10
7817,Male,2
7818,Male,3
7819,Female,3
7820,Not Specified,1
7821,Male,2
7822,Male,2
7823,Male,2
7824,Male,0
7825,Male,1
7826,Male,0
7827,Not Specified,0
7828,Male,0
7829,Male,0
7830,Not Specified,0
7831,Male,0
7832,Male,0
7833,Not Specified,0
7834,Female,93
7835,Male,72
7836,Female,23
7837,Male,60
7838,Male,33
7839,Male,25
7840,Male,179
7841,Male,41
7842,Female,125
7843,Female,97
7844,Not Specified,1
7845,Not Specified,1
7846,Not Specified,0
7847,Male,2
7848,Male,0
7849,Female,4
7850,Male,0
7851,Not Specified,0
7852,Not Specified,0
7853,Male,1
7854,Not Specified,1
7855,Not Specified,0
7856,Male,0
7857,Male,108
7858,Male,76
7859,Male,59
7860,Male,12
7861,Male,42
7862,Male,33
7863,Male,6
7864,Male,8
7865,Male,26
7866,Male,15
7867,Male,45
7868,Male,4
7869,Male,42
7870,Not Specified,3
7871,Female,2
7872,Male,2
7873,Not Specified,3
7874,Not Specified,1
7875,Not Specified,1
7876,Not Specified,0
7877,Male,0
7878,Male,0
7879,Male,18
7880,Male,0
7881,Male,0
7882,Male,0
7883,Male,1
7884,Male,0
7885,Male,3
7886,Not Specified,0
7887,Male,7
7888,Male,0
7889,Male,0
7890,Male,35
7891,Male,54
7892,Male,43
7893,Male,18
7894,Female,69
7895,Male,38
7896,Male,41
7897,Male,7
7898,Male,44
7899,Female,7
7900,Male,22
7901,Male,65
7902,Female,13
7903,Female,3
7904,Male,0
7905,Female,1
7906,Not Specified,0
7907,Male,0
7908,Female,0
7909,Not Specified,0
7910,Male,0
7911,Male,0
7912,Not Specified,0
7913,Female,10
7914,Male,0
7915,Male,0
7916,Male,1
7917,Not Specified,1
7918,Male,0
7919,Female,6
7920,Male,77
7921,Not Specified,1
7922,Male,0
7923,Not Specified,0
7924,Not Specified,0
7925,Male,85
7926,Female,75
7927,Male,77
7928,Male,104
7929,Male,171
7930,Male,164
7931,Male,65
7932,Male,88
7933,Not Specified,2
7934,Not Specified,3
7935,Not Specified,0
7936,Male,2
7937,Not Specified,0
7938,Not Specified,0
7939,Not Specified,2
7940,Not Specified,0
7941,Male,39
7942,Female,60
7943,Female,22
7944,Male,46
7945,Female,5
7946,Male,1
7947,Male,1
7948,Male,0
7949,Female,0
7950,Male,15
7951,Male,1
7952,Male,0
7953,Female,1
7954,Not Specified,1
7955,Male,1
7956,Male,1
7957,Not Specified,0
7958,Not Specified,0
7959,Male,2
7960,Male,0
7961,Male,1
7962,Male,0
7963,Male,0
7964,Male,0
7965,Not Specified,1
7966,Not Specified,0
7967,Male,42
7968,Female,53
7969,Male,12
7970,Male,17
7971,Male,51
7972,Male,48
7973,Male,34
7974,Female,78
7975,Male,15
7976,Female,18
7977,Male,14
7978,Female,13
7979,Male,5
7980,Male,40
7981,Male,82
7982,Male,95
7983,Female,23
7984,Female,45
7985,Male,134
7986,Female,72
7987,Female,49
7988,Female,61
7989,Male,12
7990,Male,1
7991,Female,0
7992,Male,47
7993,Female,49
7994,Male,81
7995,Female,48
7996,Male,70
7997,Male,115
7998,Female,1
7999,Male,0
8000,Not Specified,1
8001,Not Specified,0
8002,Female,0
8003,Male,2
8004,Female,3
8005,Female,1
8006,Not Specified,0
8007,Not Specified,1
8008,Not Specified,0
8009,Not Specified,0
8010,Male,0
8011,Not Specified,0
8012,Male,0
8013,Male,5
8014,Male,1
8015,Female,0
8016,Male,19
8017,Not Specified,0
8018,Not Specified,0
8019,Not Specified,0
8020,Female,131
8021,Female,129
8022,Male,201
8023,Female,24
8024,Female,66
8025,Male,93
8026,Female,61
8027,Male,49
8028,Female,33
8029,Male,69
8030,Male,14
8031,Male,95
8032,Not Specified,8
8033,Male,133
8034,Male,16
8035,Male,1
8036,Male,13
8037,Not Specified,0
8038,Male,0
8039,Male,0
8040,Male,1
8041,Not Specified,0
8042,Not Specified,0
8043,Female,51
8044,Female,6
8045,Male,53
8046,Male,92
8047,Male,5
8048,Male,7
8049,Female,99
8050,Male,17
8051,Male,0
8052,Male,1
8053,Male,13
8054,Male,0
8055,Female,0
8056,Male,0
8057,Male,1
8058,Female,0
8059,Female,0
8060,Male,0
8061,Not Specified,0
8062,Male,36
8063,Female,46
8064,Male,126
8065,Male,45
8066,Male,9
8067,Not Specified,0
8068,Male,2
8069,Male,2
8070,Male,2
8071,Male,1
8072,Male,2
8073,Male,0
8074,Male,0
8075,Male,6
8076,Male,0
8077,Female,0
8078,Not Specified,0
8079,Not Specified,0
8080,Male,107
8081,Female,56
8082,Female,79
8083,Male,50
8084,Female,26
8085,Male,17
8086,Male,13
8087,Male,8
8088,Female,12
8089,Female,27
8090,Male,31
8091,Male,46
8092,Female,19
8093,Female,6
8094,Female,17
8095,Female,8
8096,Male,1
8097,Male,1
8098,Male,2
8099,Male,0
8100,Male,0
8101,Not Specified,0
8102,Male,0
8103,Male,0
8104,Not Specified,0
8105,Not Specified,0
8106,Female,0
8107,Male,0
8108,Male,5
8109,Not Specified,0
8110,Male,90
8111,Female,43
8112,Female,21
8113,Male,89
8114,Male,2
8115,Male,3
8116,Male,168
8117,Male,1
8118,Male,0
8119,Male,3
8120,Male,1
8121,Male,2
8122,Male,54
8123,Not Specified,0
8124,Male,2
8125,Male,0
8126,Male,0
8127,Not Specified,0
8128,Not Specified,5
8129,Female,86
8130,Male,83
8131,Female,11
8132,Male,33
8133,Female,2
8134,Male,116
8135,Male,4
8136,Not Specified,1
8137,Male,1
8138,Male,0
8139,Male,32
8140,Male,2
8141,Male,1
8142,Not Specified,1
8143,Not Specified,0
8144,Not Specified,0
8145,Male,2
8146,Male,10
8147,Male,43
8148,Female,164
8149,Female,27
8150,Male,4
8151,Male,16
8152,Male,14
8153,Male,25
8154,Male,5
8155,Male,2
8156,Female,0
8157,Male,0
8158,Not Specified,0
8159,Male,83
8160,Male,19
8161,Male,68
8162,Male,48
8163,Male,53
8164,Not Specified,1
8165,Not Specified,1
8166,Not Specified,1
8167,Not Specified,1
8168,Male,96
8169,Female,41
8170,Male,73
8171,Female,23
8172,Male,35
8173,Male,0
8174,Male,0
8175,Male,0
8176,Male,17
8177,Female,18
8178,Male,11
8179,Not Specified,3
8180,Not Specified,1
8181,Not Specified,3
8182,Male,13
8183,Male,1
8184,Male,1
8185,Male,0
8186,Male,2
8187,Not Specified,0
8188,Female,0
8189,Male,86
8190,Female,0
8191,Male,0
8192,Not Specified,0
8193,Male,2
8194,Male,33
8195,Male,37
8196,Female,49
8197,Female,13
8198,Female,6
8199,Female,1
8200,Male,11
8201,Male,10
8202,Male,0
8203,Not Specified,0
8204,Male,0
8205,Male,0
8206,Female,2
8207,Female,4
8208,Female,0
8209,Male,104
8210,Female,45
8211,Female,15
8212,Male,33
8213,Male,8
8214,Male,2
8215,Male,1
8216,Not Specified,0
8217,Male,0
8218,Not Specified,1
8219,Male,7
8220,Male,1
8221,Male,0
8222,Female,0
8223,Female,0
8224,Female,0
8225,Male,91
8226,Male,60
8227,Female,24
8228,Male,68
8229,Male,7
8230,Male,2
8231,Male,0
8232,Female,0
8233,Male,19
8234,Male,5
8235,Male,1
8236,Male,1
8237,Female,0
8238,Male,0
8239,Male,0
8240,Male,0
8241,Male,3
8242,Male,0
8243,Male,4
8244,Female,95
8245,Male,102
8246,Male,30
8247,Male,30
8248,Male,44
8249,Female,85
8250,Female,79
8251,Female,104
8252,Male,3
8253,Male,6
8254,Male,0
8255,Male,1
8256,Male,0
8257,Male,0
8258,Male,0
8259,Male,0
8260,Male,3
8261,Male,91
8262,Male,1
8263,Male,79
8264,Female,63
8265,Female,57
8266,Female,62
8267,Male,247
8268,Not Specified,6
8269,Female,31
8270,Male,127
8271,Male,41
8272,Male,211
8273,Male,63
8274,Male,1
8275,Not Specified,1
8276,Male,0
8277,Male,0
8278,Male,0
8279,Male,0
8280,Male,0
8281,Male,1
8282,Male,0
8283,Male,30
8284,Male,34
8285,Male,58
8286,Male,87
8287,Male,72
8288,Male,5
8289,Male,19
8290,Male,8
8291,Not Specified,1
8292,Not Specified,0
8293,Male,0
8294,Male,3
8295,Not Specified,0
8296,Not Specified,0
8297,Not Specified,3
8298,Female,28
8299,Male,63
8300,Male,9
8301,Male,52
8302,Male,3
8303,Male,14
8304,Not Specified,1
8305,Female,2
8306,Male,44
8307,Male,39
8308,Not Specified,2
8309,Male,19
8310,Female,49
8311,Female,61
8312,Female,88
8313,Male,59
8314,Female,7
8315,Male,50
8316,Female,27
8317,Female,58
