,gender,n_credits
3465,Male,2
3466,Male,10
3467,Not Specified,1
3468,Male,39
3469,Not Specified,3
3470,Male,6
3471,Male,70
3472,Male,181
3473,Male,165
3474,Female,40
3475,Male,0
3476,Male,58
3477,Male,40
3478,Male,46
3479,Female,22
3480,Male,3
3481,Male,118
3482,Female,4
3483,Male,31
3484,Male,17
3485,Male,27
3486,Female,66
3487,Male,66
3488,Not Specified,7
3489,Male,11
3490,Not Specified,1
3491,Not Specified,1
3492,Male,11
3493,Male,6
3494,Not Specified,10
3495,Not Specified,1
3496,Not Specified,2
3497,Male,16
3498,Female,0
3499,Male,2
3500,Not Specified,0
3501,Male,0
3502,Male,55
3503,Not Specified,0
3504,Male,0
3505,Male,1
3506,Female,37
3507,Not Specified,0
3508,Female,35
3509,Male,59
3510,Male,68
3511,Male,19
3512,Female,51
3513,Not Specified,2
3514,Not Specified,2
3515,Male,40
3516,Female,0
3517,Male,1
3518,Female,0
3519,Female,0
3520,Male,0
3521,Male,0
3522,Female,11
3523,Female,37
3524,Male,51
3525,Male,0
3526,Male,20
3527,Male,0
3528,Male,0
3529,Male,2
3530,Male,0
3531,Male,0
3532,Male,0
3533,Male,0
3534,Male,2
3535,Male,0
3536,Female,2
3537,Not Specified,0
3538,Male,8
3539,Female,2
3540,Female,49
3541,Male,86
3542,Male,15
3543,Male,50
3544,Female,28
3545,Male,9
3546,Male,2
3547,Male,45
3548,Male,1
3549,Not Specified,0
3550,Male,85
3551,Female,37
3552,Male,36
3553,Male,16
3554,Female,23
3555,Male,121
3556,Not Specified,0
3557,Female,1
3558,Male,0
3559,Male,5
3560,Male,0
3561,Male,0
3562,Female,0
3563,Male,6
3564,Male,0
3565,Female,0
3566,Male,34
3567,Male,1
3568,Male,0
3569,Female,0
3570,Male,24
3571,Female,16
3572,Male,99
3573,Male,37
3574,Female,36
3575,Male,48
3576,Female,8
3577,Male,1
3578,Male,0
3579,Male,2
3580,Male,0
3581,Not Specified,0
3582,Male,23
3583,Male,12
3584,Male,10
3585,Male,3
3586,Male,0
3587,Not Specified,0
3588,Male,0
3589,Not Specified,0
3590,Female,0
3591,Male,15
3592,Male,31
3593,Female,3
3594,Male,24
3595,Not Specified,0
3596,Male,85
3597,Male,54
3598,Male,35
3599,Female,1
3600,Female,0
3601,Female,1
3602,Male,1
3603,Female,0
3604,Male,7
3605,Female,169
3606,Male,20
3607,Male,31
3608,Male,16
3609,Male,8
3610,Male,1
3611,Male,4
3612,Not Specified,6
3613,Male,5
3614,Male,6
3615,Not Specified,2
3616,Male,8
3617,Female,18
3618,Male,8
3619,Not Specified,0
3620,Male,0
3621,Male,0
3622,Male,1
3623,Male,0
3624,Male,0
3625,Male,0
3626,Not Specified,0
3627,Female,0
3628,Not Specified,0
3629,Not Specified,0
3630,Not Specified,0
3631,Male,9
3632,Male,0
3633,Male,0
3634,Male,150
3635,Female,61
3636,Female,47
3637,Male,85
3638,Male,165
3639,Male,119
3640,Male,56
3641,Female,24
3642,Male,45
3643,Male,116
3644,Male,91
3645,Male,23
3646,Male,10
3647,Male,1
3648,Male,0
3649,Male,0
3650,Male,0
3651,Not Specified,0
3652,Not Specified,0
3653,Female,109
3654,Male,106
3655,Male,0
3656,Male,60
3657,Male,70
3658,Male,101
3659,Female,22
3660,Female,16
3661,Female,33
3662,Male,11
3663,Male,1
3664,Male,0
3665,Male,0
3666,Male,5
3667,Male,0
3668,Male,3
3669,Male,1
3670,Not Specified,0
3671,Male,1
3672,Male,8
3673,Male,142
3674,Female,97
3675,Male,49
3676,Male,76
3677,Male,26
3678,Female,26
3679,Male,19
3680,Female,8
3681,Male,133
3682,Male,66
3683,Male,134
3684,Male,31
3685,Male,7
3686,Male,0
3687,Male,0
3688,Male,1
3689,Male,2
3690,Male,2
3691,Male,27
3692,Not Specified,1
3693,Female,0
3694,Male,46
3695,Male,20
3696,Male,115
3697,Male,0
3698,Male,1
3699,Male,66
3700,Male,109
3701,Male,9
3702,Male,0
3703,Not Specified,0
3704,Not Specified,0
3705,Not Specified,0
3706,Not Specified,0
3707,Male,1
3708,Male,0
3709,Female,0
3710,Female,0
3711,Male,4
3712,Not Specified,0
3713,Not Specified,0
3714,Not Specified,0
3715,Female,51
3716,Male,32
3717,Not Specified,1
3718,Female,29
3719,Female,9
3720,Female,67
3721,Female,19
3722,Female,34
3723,Female,10
3724,Not Specified,0
3725,Male,234
3726,Female,75
3727,Male,0
3728,Male,73
3729,Male,0
3730,Male,32
3731,Not Specified,1
3732,Male,142
3733,Female,45
3734,Male,102
3735,Male,41
3736,Male,0
3737,Male,0
3738,Male,1
3739,Male,0
3740,Male,0
3741,Female,0
3742,Male,3
3743,Male,1
3744,Male,0
3745,Male,0
3746,Male,0
3747,Female,0
3748,Male,0
3749,Not Specified,0
3750,Male,7
3751,Female,1
3752,Not Specified,1
3753,Male,6
3754,Male,0
3755,Male,0
3756,Male,8
3757,Male,14
3758,Male,7
3759,Male,49
3760,Female,7
3761,Male,33
3762,Male,26
3763,Not Specified,1
3764,Female,2
3765,Not Specified,3
3766,Not Specified,2
3767,Female,1
3768,Not Specified,1
3769,Not Specified,2
3770,Female,3
3771,Female,1
3772,Female,4
3773,Male,43
3774,Not Specified,1
3775,Female,9
3776,Female,18
3777,Male,0
3778,Male,0
3779,Not Specified,0
3780,Female,0
3781,Female,0
3782,Not Specified,0
3783,Not Specified,0
3784,Male,0
3785,Not Specified,0
3786,Female,0
3787,Not Specified,0
3788,Female,0
3789,Male,0
3790,Not Specified,1
3791,Male,1
3792,Not Specified,0
3793,Not Specified,0
3794,Female,22
3795,Male,83
3796,Male,45
3797,Male,4
3798,Male,5
3799,Not Specified,1
3800,Not Specified,4
3801,Female,20
3802,Not Specified,3
3803,Male,33
3804,Female,6
3805,Male,4
3806,Female,0
3807,Male,111
3808,Male,51
3809,Male,74
3810,Male,89
3811,Male,10
3812,Male,98
3813,Male,21
3814,Male,14
3815,Male,28
3816,Female,1
3817,Male,2
3818,Female,18
3819,Male,2
3820,Not Specified,1
3821,Not Specified,0
3822,Not Specified,0
3823,Not Specified,0
3824,Female,80
3825,Female,89
3826,Male,73
3827,Male,0
3828,Male,0
3829,Male,2
3830,Not Specified,0
3831,Female,2
3832,Female,0
3833,Not Specified,0
3834,Male,0
3835,Male,1
3836,Not Specified,0
3837,Female,28
3838,Female,58
3839,Male,36
3840,Male,45
3841,Male,19
3842,Not Specified,1
3843,Not Specified,5
3844,Female,10
3845,Not Specified,1
3846,Male,4
3847,Not Specified,0
3848,Male,0
3849,Female,0
3850,Male,118
3851,Male,18
3852,Female,105
3853,Male,194
3854,Male,271
3855,Male,49
3856,Male,33
3857,Female,24
3858,Male,81
3859,Male,0
3860,Male,0
3861,Male,0
3862,Female,0
3863,Male,0
3864,Male,0
3865,Male,92
3866,Male,14
3867,Male,16
3868,Male,14
3869,Not Specified,1
3870,Male,1
3871,Male,5
3872,Male,16
3873,Male,6
3874,Male,1
3875,Male,7
3876,Male,3
3877,Male,4
3878,Male,21
3879,Not Specified,2
3880,Not Specified,1
3881,Not Specified,3
3882,Male,92
3883,Not Specified,3
3884,Not Specified,0
3885,Not Specified,0
3886,Male,0
3887,Male,0
3888,Male,0
3889,Male,4
3890,Female,20
3891,Male,73
3892,Male,70
3893,Male,0
3894,Male,0
3895,Male,171
3896,Male,0
3897,Male,0
3898,Female,9
3899,Male,0
3900,Male,88
3901,Not Specified,0
3902,Male,123
3903,Female,15
3904,Male,0
3905,Male,0
3906,Male,1
3907,Male,3
3908,Male,22
3909,Female,0
3910,Male,22
3911,Female,18
3912,Female,3
3913,Male,4
3914,Female,12
3915,Not Specified,8
3916,Female,4
3917,Female,7
3918,Female,10
3919,Female,10
3920,Not Specified,3
3921,Female,14
3922,Not Specified,3
3923,Male,1
3924,Male,0
3925,Male,1
3926,Not Specified,0
3927,Male,1
3928,Male,23
3929,Male,5
3930,Female,1
3931,Female,52
3932,Male,109
3933,Male,10
3934,Male,4
3935,Not Specified,4
3936,Male,39
3937,Male,8
3938,Female,24
3939,Not Specified,1
3940,Male,4
3941,Female,0
3942,Male,0
3943,Male,0
3944,Male,1
3945,Male,0
3946,Female,0
3947,Female,0
3948,Male,2
3949,Male,21
3950,Male,0
3951,Not Specified,0
3952,Male,1
3953,Not Specified,0
3954,Male,55
3955,Male,2
3956,Not Specified,0
3957,Male,1
3958,Not Specified,0
3959,Male,80
3960,Female,69
3961,Male,16
3962,Male,4
3963,Male,13
3964,Not Specified,6
3965,Female,19
3966,Not Specified,0
3967,Male,56
3968,Female,116
3969,Female,51
3970,Female,60
3971,Female,16
3972,Male,3
3973,Female,0
3974,Female,0
3975,Male,5
3976,Female,9
3977,Female,1
3978,Female,18
3979,Male,28
3980,Male,127
3981,Male,35
3982,Male,6
3983,Female,0
3984,Not Specified,0
3985,Female,1
3986,Male,3
3987,Male,52
3988,Female,18
3989,Male,10
3990,Male,4
3991,Male,72
3992,Male,54
3993,Male,54
3994,Female,47
3995,Female,67
3996,Female,54
3997,Female,24
3998,Female,15
3999,Male,17
4000,Male,51
4001,Not Specified,3
4002,Male,43
4003,Female,4
4004,Not Specified,8
4005,Not Specified,1
4006,Not Specified,1
4007,Not Specified,0
4008,Not Specified,1
4009,Not Specified,0
4010,Not Specified,0
4011,Not Specified,0
4012,Not Specified,0
4013,Not Specified,1
4014,Not Specified,1
4015,Not Specified,2
4016,Male,138
4017,Not Specified,0
4018,Male,1
4019,Male,1
4020,Male,15
4021,Female,59
4022,Male,102
4023,Female,27
4024,Female,24
4025,Male,69
4026,Female,56
4027,Male,7
4028,Male,2
4029,Male,6
4030,Male,4
4031,Male,0
4032,Male,0
4033,Male,0
4034,Male,0
4035,Male,0
4036,Male,4
4037,Male,1
4038,Not Specified,7
4039,Male,28
4040,Male,120
4041,Female,55
4042,Female,43
4043,Male,100
4044,Male,7
4045,Male,48
4046,Not Specified,2
4047,Male,119
4048,Male,124
4049,Female,3
4050,Not Specified,0
4051,Male,0
4052,Male,1
4053,Male,1
4054,Male,2
4055,Female,0
4056,Female,105
4057,Female,2
4058,Male,2
4059,Female,7
4060,Female,29
4061,Male,90
4062,Not Specified,1
4063,Male,53
4064,Female,40
4065,Male,59
4066,Male,26
4067,Female,66
4068,Male,70
4069,Not Specified,1
4070,Not Specified,1
4071,Not Specified,1
4072,Not Specified,1
4073,Not Specified,1
4074,Male,1
4075,Not Specified,1
4076,Not Specified,3
4077,Female,1
4078,Not Specified,1
4079,Not Specified,2
4080,Female,5
4081,Male,9
4082,Not Specified,0
4083,Female,0
4084,Not Specified,1
4085,Not Specified,0
4086,Female,0
4087,Female,0
4088,Not Specified,1
4089,Male,0
4090,Male,70
4091,Female,86
4092,Male,30
4093,Female,44
4094,Female,2
4095,Male,13
4096,Female,33
4097,Male,3
4098,Male,0
4099,Female,0
4100,Not Specified,0
4101,Male,0
4102,Not Specified,0
4103,Female,0
4104,Male,100
4105,Female,0
4106,Male,3
4107,Male,0
4108,Male,6
4109,Male,1
4110,Female,72
4111,Male,1
4112,Male,56
4113,Male,27
4114,Not Specified,0
4115,Female,14
4116,Female,17
4117,Female,8
4118,Female,9
4119,Male,23
4120,Male,2
4121,Not Specified,2
4122,Not Specified,2
4123,Male,102
4124,Male,39
4125,Male,31
4126,Female,23
4127,Male,6
4128,Male,29
4129,Male,6
4130,Male,7
4131,Male,5
4132,Male,114
4133,Male,5
4134,Male,1
4135,Male,37
4136,Male,0
4137,Male,0
4138,Male,1
4139,Male,5
4140,Female,56
4141,Female,41
4142,Male,74
4143,Male,75
4144,Not Specified,1
4145,Not Specified,1
4146,Not Specified,4
4147,Not Specified,1
4148,Not Specified,1
4149,Not Specified,1
4150,Not Specified,0
4151,Male,0
4152,Male,0
4153,Female,0
4154,Not Specified,1
4155,Female,3
4156,Female,57
4157,Female,16
4158,Male,48
4159,Not Specified,1
4160,Not Specified,19
4161,Male,28
4162,Male,92
4163,Male,15
4164,Female,40
4165,Female,2
4166,Not Specified,0
4167,Male,0
4168,Not Specified,0
4169,Not Specified,0
4170,Not Specified,3
4171,Not Specified,0
4172,Female,1
4173,Male,33
4174,Male,1
4175,Not Specified,1
4176,Male,0
4177,Male,0
4178,Male,0
4179,Male,1
4180,Male,50
4181,Male,5
4182,Male,14
4183,Female,6
4184,Male,2
4185,Male,1
4186,Male,9
4187,Male,1
4188,Male,3
4189,Female,1
4190,Not Specified,0
4191,Male,1
4192,Not Specified,1
4193,Not Specified,0
4194,Not Specified,0
4195,Male,30
4196,Female,2
4197,Male,0
4198,Male,0
4199,Not Specified,0
4200,Not Specified,4
4201,Female,59
4202,Male,77
4203,Male,40
4204,Male,145
4205,Male,55
4206,Male,24
4207,Male,21
4208,Female,0
4209,Male,9
4210,Male,0
4211,Male,1
4212,Male,0
4213,Male,1
4214,Male,0
4215,Male,1
4216,Male,0
4217,Male,5
4218,Male,3
4219,Male,0
4220,Female,0
4221,Not Specified,0
4222,Male,0
4223,Female,0
4224,Not Specified,0
4225,Not Specified,0
4226,Male,37
4227,Male,68
4228,Female,21
4229,Male,0
4230,Male,5
4231,Male,109
4232,Female,91
4233,Not Specified,0
4234,Male,32
4235,Male,29
4236,Female,26
4237,Male,1
4238,Male,10
4239,Male,8
4240,Female,50
4241,Male,34
4242,Male,9
4243,Male,1
4244,Male,18
4245,Not Specified,2
4246,Male,2
4247,Male,10
4248,Female,5
4249,Male,7
4250,Not Specified,0
4251,Male,0
4252,Female,0
4253,Male,7
4254,Male,2
4255,Not Specified,1
4256,Male,38
4257,Not Specified,2
4258,Male,6
4259,Male,78
4260,Male,74
4261,Female,28
4262,Male,0
4263,Female,2
4264,Female,22
4265,Male,10
4266,Male,95
4267,Male,116
4268,Female,67
4269,Male,14
4270,Female,0
4271,Male,0
4272,Female,0
4273,Female,9
4274,Female,0
4275,Not Specified,1
4276,Male,64
4277,Male,98
4278,Not Specified,1
4279,Female,40
4280,Male,5
4281,Male,5
4282,Not Specified,0
4283,Male,9
4284,Male,129
4285,Female,98
4286,Male,139
4287,Male,96
4288,Male,34
4289,Female,21
4290,Male,33
4291,Male,23
4292,Male,12
4293,Female,68
4294,Female,57
4295,Female,39
4296,Male,71
4297,Male,67
4298,Female,87
4299,Male,33
4300,Not Specified,0
4301,Female,79
4302,Female,19
4303,Not Specified,1
4304,Not Specified,1
4305,Female,0
4306,Male,0
4307,Male,1
4308,Male,114
4309,Male,0
4310,Female,63
4311,Male,13
4312,Male,57
4313,Female,61
4314,Male,20
4315,Male,21
4316,Not Specified,1
4317,Male,27
4318,Male,57
4319,Male,73
4320,Not Specified,3
4321,Not Specified,1
4322,Not Specified,1
4323,Not Specified,1
4324,Not Specified,1
4325,Not Specified,1
4326,Male,54
4327,Male,25
4328,Male,23
4329,Female,17
4330,Male,20
4331,Male,5
4332,Male,7
4333,Not Specified,0
4334,Not Specified,0
4335,Not Specified,0
4336,Not Specified,0
4337,Male,0
4338,Not Specified,0
4339,Male,11
4340,Female,0
4341,Female,0
4342,Not Specified,0
4343,Male,21
4344,Male,3
4345,Male,0
4346,Male,1
4347,Not Specified,0
4348,Male,2
4349,Female,1
4350,Female,11
4351,Not Specified,1
4352,Not Specified,1
4353,Male,2
4354,Not Specified,1
4355,Male,0
4356,Male,4
4357,Male,2
4358,Male,4
4359,Male,0
4360,Not Specified,1
4361,Not Specified,2
4362,Not Specified,1
4363,Not Specified,1
4364,Male,0
4365,Male,0
4366,Female,66
4367,Male,61
4368,Male,66
4369,Female,26
4370,Female,19
4371,Male,33
4372,Male,7
4373,Male,21
4374,Male,14
4375,Male,0
4376,Male,0
4377,Female,2
4378,Female,0
4379,Male,0
4380,Not Specified,0
4381,Female,0
4382,Female,0
4383,Male,0
4384,Female,0
4385,Female,0
4386,Not Specified,0
4387,Male,0
4388,Not Specified,0
4389,Female,0
4390,Not Specified,0
4391,Not Specified,1
4392,Male,7
4393,Male,0
4394,Male,84
4395,Male,71
4396,Male,27
4397,Male,54
4398,Male,57
4399,Female,45
4400,Female,2
4401,Female,18
4402,Male,0
4403,Male,0
4404,Not Specified,2
4405,Not Specified,0
4406,Female,0
4407,Male,80
4408,Male,89
4409,Male,67
4410,Female,10
4411,Female,20
4412,Male,33
4413,Male,51
4414,Male,78
4415,Male,31
4416,Male,30
4417,Male,14
4418,Male,0
4419,Male,0
4420,Male,4
4421,Male,0
4422,Male,4
4423,Not Specified,1
4424,Male,2
4425,Not Specified,0
4426,Male,60
4427,Male,62
4428,Male,146
4429,Female,151
4430,Male,101
4431,Male,123
4432,Male,143
4433,Male,76
4434,Male,5
4435,Male,114
4436,Male,177
4437,Male,2
4438,Male,55
4439,Male,114
4440,Female,34
4441,Male,56
4442,Male,92
4443,Male,39
4444,Female,43
4445,Male,30
4446,Male,9
4447,Female,2
4448,Female,4
4449,Male,0
4450,Male,0
4451,Male,0
4452,Female,0
4453,Not Specified,0
4454,Not Specified,0
4455,Male,30
4456,Male,17
4457,Male,85
4458,Male,171
4459,Male,6
4460,Male,32
4461,Male,58
4462,Male,40
4463,Female,50
4464,Male,0
4465,Not Specified,0
4466,Not Specified,0
4467,Male,1
4468,Not Specified,13
4469,Not Specified,1
4470,Male,118
4471,Male,0
4472,Female,2
4473,Female,5
4474,Female,5
4475,Male,68
4476,Male,30
4477,Male,1
4478,Male,55
4479,Male,0
4480,Male,1
4481,Male,4
4482,Male,16
4483,Female,2
4484,Male,1
4485,Male,1
4486,Male,17
4487,Male,0
4488,Male,3
4489,Female,3
4490,Female,55
4491,Female,40
4492,Male,25
4493,Male,5
4494,Male,2
4495,Male,0
4496,Male,0
4497,Not Specified,0
4498,Male,3
4499,Female,3
4500,Male,2
4501,Female,2
4502,Not Specified,1
4503,Female,13
4504,Male,95
4505,Male,86
4506,Male,47
4507,Male,6
4508,Male,2
4509,Male,23
4510,Male,18
4511,Male,5
4512,Female,76
4513,Male,150
4514,Male,195
4515,Male,70
4516,Male,2
4517,Female,14
4518,Male,2
4519,Male,3
4520,Male,1
4521,Male,5
4522,Male,0
4523,Male,4
4524,Male,5
4525,Male,2
4526,Male,0
4527,Male,22
4528,Female,139
4529,Male,0
4530,Male,3
4531,Male,2
4532,Male,0
4533,Male,3
4534,Not Specified,0
4535,Male,0
4536,Male,0
4537,Not Specified,0
4538,Female,0
4539,Not Specified,0
4540,Not Specified,0
4541,Female,103
4542,Male,54
4543,Female,53
4544,Male,65
4545,Male,10
4546,Male,3
4547,Female,29
4548,Not Specified,1
4549,Not Specified,1
4550,Not Specified,1
4551,Not Specified,1
4552,Male,38
4553,Female,0
4554,Not Specified,0
4555,Not Specified,0
4556,Not Specified,0
4557,Not Specified,0
4558,Male,0
4559,Male,0
4560,Not Specified,1
4561,Not Specified,1
4562,Not Specified,1
4563,Not Specified,1
4564,Not Specified,1
4565,Not Specified,1
4566,Not Specified,1
4567,Not Specified,1
4568,Not Specified,1
4569,Not Specified,1
4570,Not Specified,1
4571,Not Specified,1
4572,Not Specified,1
4573,Not Specified,1
4574,Not Specified,1
4575,Not Specified,2
4576,Not Specified,1
4577,Not Specified,1
4578,Male,33
4579,Female,43
4580,Female,46
4581,Male,29
4582,Female,18
4583,Male,15
4584,Male,7
4585,Male,7
4586,Male,18
4587,Male,0
4588,Male,0
4589,Male,2
4590,Male,63
4591,Female,14
4592,Female,38
4593,Male,1
4594,Male,7
4595,Not Specified,2
4596,Male,1
4597,Male,2
4598,Female,0
4599,Not Specified,0
4600,Male,130
4601,Male,51
4602,Female,37
4603,Male,1
4604,Male,1
4605,Male,15
4606,Male,16
4607,Male,15
4608,Female,45
4609,Female,39
4610,Male,21
4611,Female,133
4612,Not Specified,1
4613,Not Specified,1
4614,Not Specified,1
4615,Not Specified,2
4616,Not Specified,1
4617,Not Specified,1
4618,Male,1
4619,Not Specified,1
4620,Not Specified,1
4621,Male,7
4622,Male,0
4623,Female,0
4624,Male,0
4625,Male,0
4626,Female,1
4627,Male,108
4628,Male,31
4629,Male,117
4630,Male,19
4631,Not Specified,7
4632,Not Specified,1
4633,Male,26
4634,Male,0
4635,Male,54
4636,Male,20
4637,Not Specified,1
4638,Not Specified,3
4639,Male,0
4640,Male,2
4641,Male,32
4642,Female,19
4643,Male,0
4644,Male,34
4645,Female,58
4646,Male,0
4647,Male,0
4648,Male,0
4649,Male,2
4650,Not Specified,0
4651,Male,0
4652,Male,0
4653,Not Specified,1
4654,Female,0
4655,Not Specified,0
4656,Not Specified,1
4657,Not Specified,0
4658,Male,63
4659,Male,48
4660,Female,19
4661,Male,52
4662,Male,5
4663,Female,7
4664,Male,19
4665,Male,34
4666,Male,8
4667,Female,4
4668,Male,12
4669,Male,4
4670,Not Specified,1
4671,Male,31
4672,Female,1
4673,Male,37
4674,Male,3
4675,Male,1
4676,Not Specified,1
4677,Not Specified,1
4678,Male,2
4679,Not Specified,3
4680,Male,1
4681,Not Specified,0
4682,Female,0
4683,Not Specified,0
4684,Male,1
4685,Male,31
4686,Male,11
4687,Male,5
4688,Male,9
4689,Male,16
4690,Male,96
4691,Male,38
4692,Male,43
4693,Male,2
4694,Male,9
4695,Not Specified,0
4696,Male,7
4697,Male,5
4698,Male,0
4699,Male,0
4700,Male,1
4701,Male,0
4702,Male,70
4703,Male,84
4704,Male,68
4705,Male,34
4706,Male,98
4707,Male,6
4708,Male,36
4709,Male,66
4710,Not Specified,1
4711,Male,28
4712,Not Specified,1
4713,Male,2
4714,Male,0
4715,Male,1
4716,Male,1
4717,Not Specified,0
4718,Male,0
4719,Male,0
4720,Male,151
4721,Male,0
4722,Male,13
4723,Male,5
4724,Female,1
4725,Female,2
4726,Not Specified,0
4727,Not Specified,0
4728,Male,97
4729,Male,4
4730,Not Specified,1
4731,Female,5
4732,Not Specified,1
4733,Not Specified,1
4734,Not Specified,3
4735,Male,72
4736,Male,0
4737,Female,0
4738,Female,0
4739,Male,0
4740,Not Specified,1
4741,Male,9
4742,Male,10
4743,Male,1
4744,Female,0
4745,Female,0
4746,Male,79
4747,Male,190
4748,Male,62
4749,Male,2
4750,Male,57
4751,Male,5
4752,Male,25
4753,Female,15
4754,Male,15
4755,Male,17
4756,Not Specified,7
4757,Male,5
4758,Male,6
4759,Male,0
4760,Male,3
4761,Female,0
4762,Male,0
4763,Female,124
4764,Male,11
4765,Female,22
4766,Male,40
4767,Female,56
4768,Not Specified,1
4769,Female,3
4770,Not Specified,1
4771,Male,5
4772,Female,21
4773,Male,46
4774,Female,70
4775,Male,12
4776,Male,3
4777,Not Specified,0
4778,Female,0
4779,Female,0
4780,Male,1
4781,Male,0
4782,Male,1
4783,Female,1
4784,Female,0
4785,Female,0
4786,Not Specified,0
4787,Not Specified,0
4788,Female,0
4789,Not Specified,0
4790,Male,0
4791,Not Specified,0
4792,Male,0
4793,Male,0
4794,Male,93
4795,Male,17
4796,Female,44
4797,Male,4
4798,Male,20
4799,Not Specified,3
4800,Not Specified,2
4801,Not Specified,5
4802,Not Specified,1
4803,Female,5
4804,Male,10
4805,Male,15
4806,Male,44
4807,Not Specified,1
4808,Female,1
4809,Male,0
4810,Male,1
4811,Male,4
4812,Male,4
4813,Male,3
4814,Female,0
4815,Female,0
4816,Not Specified,4
4817,Male,89
4818,Male,26
4819,Male,1
4820,Male,14
4821,Male,7
4822,Male,1
4823,Male,31
4824,Female,8
4825,Male,29
4826,Male,21
4827,Female,64
4828,Male,19
4829,Female,2
4830,Male,0
4831,Male,0
4832,Male,4
4833,Female,3
4834,Male,69
4835,Female,26
4836,Male,0
4837,Male,0
4838,Male,0
4839,Female,0
4840,Female,0
4841,Female,0
4842,Male,0
4843,Male,0
4844,Not Specified,0
4845,Male,11
4846,Male,5
4847,Male,5
4848,Male,24
4849,Male,1
4850,Male,0
4851,Male,173
4852,Female,43
4853,Male,74
4854,Male,73
4855,Female,2
4856,Female,13
4857,Male,5
4858,Not Specified,2
4859,Not Specified,50
4860,Not Specified,2
4861,Female,34
4862,Male,59
4863,Male,56
4864,Male,6
4865,Female,18
4866,Male,20
4867,Male,19
4868,Male,53
4869,Male,1
4870,Male,9
4871,Male,3
4872,Not Specified,12
4873,Not Specified,2
4874,Male,25
4875,Male,1
4876,Male,2
4877,Not Specified,0
4878,Not Specified,2
4879,Male,5
4880,Male,1
4881,Male,0
4882,Male,0
4883,Not Specified,0
4884,Female,1
4885,Male,3
4886,Male,4
4887,Not Specified,0
4888,Male,0
4889,Male,62
4890,Male,48
4891,Male,70
4892,Male,79
4893,Male,82
4894,Male,97
4895,Male,0
4896,Male,0
4897,Male,0
4898,Not Specified,0
4899,Not Specified,0
4900,Not Specified,0
4901,Male,1
4902,Not Specified,0
4903,Not Specified,0
4904,Male,1
4905,Male,18
4906,Female,12
4907,Male,23
4908,Male,249
4909,Female,12
4910,Male,187
4911,Male,91
4912,Male,3
4913,Male,0
4914,Not Specified,1
4915,Male,97
4916,Female,91
4917,Male,24
4918,Male,98
4919,Male,43
4920,Male,25
4921,Male,40
4922,Male,48
4923,Male,19
4924,Male,48
4925,Male,7
4926,Female,23
4927,Female,22
4928,Male,9
4929,Male,16
4930,Male,0
4931,Not Specified,0
4932,Male,0
4933,Not Specified,0
4934,Male,4
4935,Female,0
4936,Male,2
4937,Male,1
4938,Male,0
4939,Female,4
4940,Male,26
4941,Male,5
4942,Male,24
4943,Male,41
4944,Male,39
4945,Female,26
4946,Female,37
4947,Male,0
4948,Male,56
4949,Female,43
4950,Male,13
4951,Male,1
4952,Male,0
4953,Female,1
4954,Male,0
4955,Male,1
4956,Female,50
4957,Female,49
4958,Male,83
4959,Female,9
4960,Male,21
4961,Female,39
4962,Male,22
4963,Male,34
4964,Not Specified,1
4965,Not Specified,1
4966,Male,0
4967,Not Specified,0
4968,Female,39
4969,Not Specified,6
4970,Male,2
4971,Male,2
4972,Female,8
4973,Male,4
4974,Male,24
4975,Female,15
4976,Male,56
4977,Male,24
4978,Female,7
4979,Female,21
4980,Male,5
4981,Not Specified,2
4982,Male,8
4983,Female,5
4984,Male,101
4985,Female,58
4986,Male,16
4987,Male,1
4988,Not Specified,1
4989,Male,4
4990,Male,0
4991,Not Specified,1
4992,Male,1
4993,Male,1
4994,Not Specified,0
4995,Female,2
4996,Female,0
4997,Male,3
4998,Male,4
4999,Male,3
5000,Male,56
5001,Male,5
5002,Not Specified,1
5003,Male,1
5004,Not Specified,0
5005,Not Specified,0
5006,Not Specified,0
5007,Male,5
5008,Male,126
5009,Female,24
5010,Male,81
5011,Male,16
5012,Male,47
5013,Male,12
5014,Female,5
5015,Male,37
5016,Not Specified,53
5017,Male,17
5018,Not Specified,0
5019,Not Specified,0
5020,Male,6
5021,Male,104
5022,Male,26
5023,Female,66
5024,Female,5
5025,Male,1
5026,Male,4
5027,Male,3
5028,Male,0
5029,Male,0
5030,Female,2
5031,Female,42
5032,Male,66
5033,Female,52
5034,Male,64
5035,Female,15
5036,Male,0
5037,Not Specified,0
5038,Not Specified,0
5039,Not Specified,0
5040,Not Specified,0
5041,Not Specified,0
5042,Not Specified,0
5043,Not Specified,0
5044,Not Specified,2
5045,Male,60
5046,Female,22
5047,Male,111
5048,Not Specified,0
5049,Female,2
5050,Male,62
5051,Female,69
5052,Female,1
5053,Not Specified,1
5054,Not Specified,1
5055,Not Specified,1
5056,Male,13
5057,Not Specified,2
5058,Male,14
5059,Not Specified,2
5060,Not Specified,2
5061,Male,23
5062,Male,12
5063,Female,8
5064,Not Specified,1
5065,Male,37
5066,Male,42
5067,Not Specified,1
5068,Not Specified,1
5069,Not Specified,0
5070,Male,0
5071,Male,0
5072,Male,12
5073,Male,8
5074,Female,8
5075,Not Specified,0
5076,Male,11
5077,Female,0
5078,Female,0
5079,Male,0
5080,Male,3
5081,Male,0
5082,Not Specified,0
5083,Male,1
5084,Male,0
5085,Female,0
5086,Male,0
